id,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
847,Gregorio,Gary,ggaryni@mail.ru,female,arctic armour,scion,ggaryni,119,Indonesia,49
848,Hewitt,,hbroadberenj@live.com,female,barrage,scion,hravenscrofttnj,328,France,100
849,Guglielmo,Lunge,glungenk@usda.gov,female,animate weapon,other,glungenk,309,Russia,100
850,Camella,Janatka,cjanatkanl@spiegel.de,female,arctic armour,other,cjanatkanl,308,Portugal,100
851,Sascha,Odam,sodamnm@slate.com,female,barrage,scion,sodamnm,405,Argentina,100
852,Wilek,,wflottnn@cornell.edu,female,barrage,scion,wbucktharpnn,378,Italy,100
853,Bastien,,bdonnerno@miibeian.gov.cn,female,animate weapon,other,bwhateno,410,Japan,100
854,Bella,,blittefairnp@sun.com,female,animate weapon,scion,bpantlingnp,151,Ukraine,100
855,Guglielmo,,garchibouldnq@taobao.com,female,animate weapon,other,gmeekingsnq,381,China,100
856,Amble,,aahmadnr@g.co,female,arctic armour,scion,acurlessnr,353,Philippines,100
857,,Barfitt,lbarfittns@foxnews.com,female,barrage,scion,jbarfittns,54,Indonesia,49
858,Nickey,Brower,nbrowernt@blogspot.com,female,arctic armour,other,nbrowernt,209,Argentina,100
859,,Thorowgood,kthorowgoodnu@altervista.org,female,arctic armour,other,bthorowgoodnu,313,Indonesia,100
860,Carina,Mantrip,cmantripnv@bbb.org,female,barrage,scion,cmantripnv,8,China,6
861,Glynnis,Beament,gbeamentnw@opera.com,female,barrage,scion,gbeamentnw,179,Philippines,100
862,Ula,,umechellnx@theatlantic.com,female,animate weapon,other,uabrashkinnx,199,Indonesia,100
863,Skelly,,sandriessenny@auda.org.au,female,animate weapon,scion,sjahnelny,153,Indonesia,100
864,Cati,Cutill,ccutillnz@nih.gov,female,barrage,scion,ccutillnz,148,Argentina,100
865,Kori,Ralston,kralstono0@google.nl,female,arctic armour,other,kralstono0,328,China,100
866,Saunder,Fairburn,sfairburno1@bloomberg.com,female,barrage,other,sfairburno1,71,Indonesia,41
867,,,dnurdeno2@github.io,female,arctic armour,scion,wcaprono2,358,Colombia,100
868,Manda,Kitman,mkitmano3@printfriendly.com,female,barrage,scion,mkitmano3,387,Colombia,100
869,Rhea,,rcarsbergo4@chronoengine.com,female,arctic armour,scion,rpashbyo4,309,Syria,100
870,Elyn,Ovendale,eovendaleo5@cbsnews.com,female,barrage,other,eovendaleo5,144,France,100
871,Jordan,,jtippingso6@cnet.com,female,arctic armour,scion,jbraemero6,97,Honduras,68
872,Tiertza,,tginnalyo7@theguardian.com,female,barrage,other,tcowlishawo7,103,Albania,28
873,Jerrine,Baythorp,jbaythorpo8@ted.com,female,barrage,other,jbaythorpo8,107,Indonesia,57
874,Hyacintha,Eyckelberg,heyckelbergo9@youtube.com,female,animate weapon,scion,heyckelbergo9,132,Russia,100
875,Reggie,Tace,rtaceoa@narod.ru,female,barrage,other,rtaceoa,398,China,100
876,Lynnell,Battersby,lbattersbyob@discovery.com,female,animate weapon,scion,lbattersbyob,151,Ukraine,100
877,Belinda,,bsaffeoc@statcounter.com,female,barrage,scion,bgaitskilloc,152,Uzbekistan,100
878,Victoir,,vspinozziod@indiatimes.com,female,animate weapon,other,vhoysod,265,Sweden,100
879,Merna,Francis,mfrancisoe@multiply.com,female,barrage,other,mfrancisoe,43,Uzbekistan,13
880,Ogden,,oburnyateof@biblegateway.com,female,barrage,scion,oshellyof,105,China,53
881,Scarlett,Shotter,sshotterog@rediff.com,female,animate weapon,scion,sshotterog,362,Poland,100
882,Den,Sapena,dsapenaoh@tumblr.com,female,barrage,scion,dsapenaoh,51,France,49
883,Peta,Spellacey,pspellaceyoi@geocities.jp,female,barrage,scion,pspellaceyoi,111,China,53
884,Evania,Minmagh,eminmaghoj@cisco.com,female,animate weapon,other,eminmaghoj,239,China,100
885,Bartram,,bbleackleyok@google.es,female,animate weapon,scion,bformbyok,322,Indonesia,100
886,Arlena,,abettlesol@gmpg.org,female,barrage,scion,abruhnkeol,118,Indonesia,58
887,Tomasine,Hulme,thulmeom@dailymail.co.uk,female,barrage,other,thulmeom,241,Ireland,100
888,Derk,Titherington,dtitheringtonon@mapy.cz,female,barrage,other,dtitheringtonon,174,Philippines,100
889,Debra,,dantoniatoo@paginegialle.it,female,arctic armour,scion,dhelixoo,82,Indonesia,50
890,Leonhard,,lrajchertop@baidu.com,female,barrage,scion,lcurraoop,126,Venezuela,100
891,Ilka,,ifranzoq@livejournal.com,female,barrage,other,ibrisseauoq,333,Greece,100
892,Artemus,,aglennonor@time.com,female,animate weapon,other,adiveor,384,China,100
893,Temp,,tmarcombeos@dailymail.co.uk,female,barrage,scion,trebbeckos,118,Slovenia,38
894,Trescha,,tgilliot@nhs.uk,female,animate weapon,scion,tdundonot,219,Uruguay,100
895,Anissa,Philipson,aphilipsonou@skype.com,female,barrage,scion,aphilipsonou,159,Armenia,100
896,Randie,,rhastieov@freewebs.com,female,barrage,other,rrolinov,100,China,46
897,Evanne,Manion,emanionow@so-net.ne.jp,female,barrage,scion,emanionow,209,Poland,100
898,Susana,,sstonierox@imageshack.us,female,animate weapon,other,spimmeox,378,China,100
899,Bess,,brobbeoy@gizmodo.com,female,arctic armour,scion,bbenedickoy,268,China,100
900,Merl,Barenski,mbarenskioz@goo.ne.jp,female,barrage,other,mbarenskioz,127,Canada,100
901,,Medcraft,lmedcraftp0@yale.edu,female,barrage,scion,lmedcraftp0,431,Brazil,100
902,Annamaria,,acaserop1@yelp.com,female,barrage,other,aburginp1,319,China,100
903,Sanderson,Dymick,sdymickp2@patch.com,female,barrage,scion,sdymickp2,121,Indonesia,100
904,Rebbecca,McSwan,rmcswanp3@archive.org,female,animate weapon,other,rmcswanp3,327,China,100
905,Reinaldo,,rwimmersp4@senate.gov,female,animate weapon,scion,rchasmoorp4,58,China,41
906,Daryl,,dtampenp5@sfgate.com,female,barrage,other,dgiffautp5,50,China,67
907,,Di Carli,fdicarlip6@kickstarter.com,female,animate weapon,scion,qdicarlip6,108,Egypt,47
908,Morey,,mfluxp7@slideshare.net,female,barrage,scion,mjerrandp7,284,Mexico,100
909,Sibyl,Jamrowicz,sjamrowiczp8@merriam-webster.com,female,barrage,scion,sjamrowiczp8,423,Peru,100
910,Jilli,,jblackneyp9@etsy.com,female,barrage,scion,jhoylesp9,247,Canada,100
911,Othella,,oshermarpa@mapquest.com,female,animate weapon,scion,oblastockpa,237,China,100
912,Gerty,Hayne,ghaynepb@about.com,female,barrage,scion,ghaynepb,97,Indonesia,70
913,Archie,,astuckespc@yelp.com,female,barrage,other,awhitnallpc,67,Tajikistan,69
914,,Crowdace,mcrowdacepd@marketwatch.com,female,animate weapon,scion,pcrowdacepd,74,China,52
915,Tammy,,tjonsonpe@adobe.com,female,arctic armour,scion,tfearspe,53,Vietnam,48
916,Hammad,Blackaller,hblackallerpf@washington.edu,female,barrage,other,hblackallerpf,415,Kazakhstan,100
917,Cornie,,cpiolapg@walmart.com,female,barrage,scion,cvispopg,109,Philippines,28
918,Aurthur,Alner,aalnerph@ezinearticles.com,female,arctic armour,scion,aalnerph,406,Iran,100
919,,,iribeypi@surveymonkey.com,female,animate weapon,scion,kcundeypi,104,Philippines,59
920,Andriana,,adescroixpj@last.fm,female,arctic armour,scion,aruddimanpj,430,Vietnam,100
921,Corbett,,creisensteinpk@exblog.jp,female,animate weapon,scion,cpalisterpk,350,Indonesia,100
922,Lidia,Akitt,lakittpl@mediafire.com,female,animate weapon,scion,lakittpl,434,China,100
923,Chrysler,Redmire,credmirepm@ca.gov,female,barrage,other,credmirepm,206,Indonesia,100
924,Sylas,,srouncepn@nationalgeographic.com,female,barrage,other,sorrockpn,186,Malaysia,100
925,,,jwhittypo@homestead.com,female,animate weapon,other,wfolomkinpo,52,Indonesia,27
926,Lionel,Curton,lcurtonpp@scribd.com,female,animate weapon,scion,lcurtonpp,37,Poland,15
927,Celene,Fry,cfrypq@homestead.com,female,animate weapon,scion,cfrypq,258,Poland,100
928,,Northen,knorthenpr@last.fm,female,arctic armour,scion,nnorthenpr,210,Indonesia,100
929,,Cayette,ocayetteps@google.com.hk,female,barrage,scion,scayetteps,37,China,15
930,Carmelle,,cdeglanvillept@yahoo.com,female,barrage,scion,chayllerpt,87,China,64
931,Blinny,Durning,bdurningpu@t.co,female,animate weapon,scion,bdurningpu,63,Russia,44
932,,,tcargopv@bbb.org,female,arctic armour,scion,eshuardpv,339,Poland,100
933,,Agott,eagottpw@reference.com,female,arctic armour,other,gagottpw,253,China,100
934,Rafa,,rlincolnpx@washington.edu,female,barrage,other,rdyblepx,300,Bolivia,100
935,Barnett,Alfonzo,balfonzopy@bloglines.com,female,arctic armour,other,balfonzopy,366,Poland,100
936,Janeczka,McLay,jmclaypz@oakley.com,female,barrage,scion,jmclaypz,5,China,12
937,Chrissy,,cboeckeq0@quantcast.com,female,animate weapon,scion,cbengtsonq0,61,Nepal,40
938,Allyce,Daubney,adaubneyq1@google.com.au,female,arctic armour,other,adaubneyq1,296,China,100
939,Grete,Tythe,gtytheq2@acquirethisname.com,female,animate weapon,scion,gtytheq2,236,China,100
940,Theodore,,tsulterq3@com.com,female,barrage,other,tleestutq3,238,Russia,100
941,Alidia,Threadgold,athreadgoldq4@squidoo.com,female,barrage,scion,athreadgoldq4,234,Brazil,100
942,Ralf,Sandey,rsandeyq5@163.com,female,arctic armour,scion,rsandeyq5,186,Sierra Leone,100
943,Rutherford,Glasser,rglasserq6@constantcontact.com,female,arctic armour,other,rglasserq6,72,Argentina,59
944,Ninnette,,ntracyq7@1688.com,female,barrage,other,nsimonettq7,24,Colombia,25
945,Chastity,Kitcat,ckitcatq8@si.edu,female,barrage,other,ckitcatq8,125,Latvia,100
946,Daryl,,dscriverq9@dagondesign.com,female,barrage,other,drodriguezq9,245,China,100
947,,,awetwoodqa@xinhuanet.com,female,arctic armour,scion,rjovicevicqa,87,China,29
948,Mead,Tuttle,mtuttleqb@hibu.com,female,arctic armour,other,mtuttleqb,181,Russia,100
949,Mersey,McBryde,mmcbrydeqc@apache.org,female,arctic armour,scion,mmcbrydeqc,286,Poland,100
950,Kristi,Furse,kfurseqd@posterous.com,female,animate weapon,scion,kfurseqd,438,Portugal,100
951,Rona,Fewkes,rfewkesqe@latimes.com,female,barrage,other,rfewkesqe,233,Russia,100
952,Hermine,,hmulchroneqf@businessweek.com,female,barrage,other,hgroseqf,314,Indonesia,100
953,Lorenza,MacScherie,lmacscherieqg@icq.com,female,barrage,scion,lmacscherieqg,444,Svalbard and Jan Mayen,100
954,Kally,Patient,kpatientqh@cdbaby.com,female,barrage,scion,kpatientqh,109,Argentina,40
955,Felipe,,fellwoodqi@mit.edu,female,barrage,other,fclemasqi,401,Indonesia,100
956,Dianemarie,,dheinemannqj@xrea.com,female,barrage,scion,dkitchersideqj,308,Ukraine,100
957,Dodi,,dhargeyqk@kickstarter.com,female,animate weapon,other,ddackeqk,233,Poland,100
958,,Creany,pcreanyql@zimbio.com,female,barrage,scion,mcreanyql,323,Poland,100
959,,Rohfsen,orohfsenqm@tuttocitta.it,female,arctic armour,scion,frohfsenqm,244,Indonesia,100
960,Harlin,Manion,hmanionqn@gnu.org,female,animate weapon,other,hmanionqn,209,Egypt,100
961,Jacquetta,Savary,jsavaryqo@eventbrite.com,female,animate weapon,scion,jsavaryqo,133,Czech Republic,100
962,,Stangoe,bstangoeqp@google.co.jp,female,arctic armour,other,gstangoeqp,438,France,100
963,Brittni,Deaconson,bdeaconsonqq@ucoz.ru,female,arctic armour,scion,bdeaconsonqq,108,China,56
964,Horace,,hlillecrapqr@dot.gov,female,barrage,scion,haustickqr,85,Russia,61
965,Silvan,Slesser,sslesserqs@liveinternet.ru,female,barrage,other,sslesserqs,447,Malaysia,100
966,Nonie,Lawson,nlawsonqt@wikispaces.com,female,animate weapon,other,nlawsonqt,149,Israel,100
967,Doris,,dfortinqu@rambler.ru,female,animate weapon,other,dkinneirqu,21,China,19
968,Diane,,dsetonqv@last.fm,female,animate weapon,other,dgoulderqv,357,China,100
969,Randy,Lindbergh,rlindberghqw@netvibes.com,female,barrage,other,rlindberghqw,394,China,100
970,Eba,Siddaley,esiddaleyqx@telegraph.co.uk,female,animate weapon,other,esiddaleyqx,100,Philippines,27
971,,,mswindleqy@opera.com,female,barrage,scion,omayoralqy,352,United States,100
972,Adelice,,aschultzqz@chicagotribune.com,female,barrage,other,alesperqz,129,China,100
973,Mickie,,mcolcloughr0@godaddy.com,female,animate weapon,scion,mshillomr0,410,Austria,100
974,Codee,,cwhitterr1@dyndns.org,female,animate weapon,scion,cgoadyr1,117,Russia,32
975,Nowell,,npaulingr2@mozilla.com,female,arctic armour,other,njiggler2,38,China,12
976,Suki,Cleatherow,scleatherowr3@army.mil,female,barrage,scion,scleatherowr3,298,China,100
977,Dulce,Dudin,ddudinr4@constantcontact.com,female,arctic armour,scion,ddudinr4,434,Bosnia and Herzegovina,100
978,Constance,Osburn,cosburnr5@guardian.co.uk,female,barrage,other,cosburnr5,36,Indonesia,6
979,Norris,Andrejevic,nandrejevicr6@liveinternet.ru,female,animate weapon,other,nandrejevicr6,116,China,61
980,Devinne,,dmayberryr7@ifeng.com,female,animate weapon,scion,dbattistar7,313,Cameroon,100
981,Wake,Ashwood,washwoodr8@addtoany.com,female,animate weapon,scion,washwoodr8,103,Russia,49
982,Gisele,Varvell,gvarvellr9@facebook.com,female,barrage,scion,gvarvellr9,147,Egypt,100
983,Cayla,Strephan,cstrephanra@seattletimes.com,female,animate weapon,other,cstrephanra,283,Belarus,100
984,,,jgellibrandrb@homestead.com,female,arctic armour,other,craubenheimerrb,10,France,9
985,,,khunnywellrc@privacy.gov.au,female,animate weapon,scion,gmeiningenrc,235,Saint Barthelemy,100
986,Glynn,,gmylesrd@meetup.com,female,barrage,scion,goduilleainrd,378,China,100
987,Kelcie,Boni,kbonire@phpbb.com,female,barrage,other,kbonire,212,Philippines,100
988,Artemas,Meader,ameaderrf@digg.com,female,animate weapon,scion,ameaderrf,307,China,100
989,Wald,Skures,wskuresrg@ihg.com,female,animate weapon,other,wskuresrg,3,Philippines,17
990,Fenelia,Vigrass,fvigrassrh@flickr.com,female,arctic armour,scion,fvigrassrh,344,Colombia,100
991,Konrad,,khuguesri@google.co.uk,female,barrage,scion,klatheyri,357,Poland,100
992,Nannie,,nbanaszewskirj@lycos.com,female,barrage,other,nackredrj,282,Ukraine,100
993,Francis,,flerohanrk@nps.gov,female,barrage,other,fpragnallrk,375,China,100
994,,,pfentyrl@va.gov,female,barrage,scion,rkubistarl,424,Philippines,100
995,Ozzie,Downing,odowningrm@wired.com,female,animate weapon,other,odowningrm,340,Cameroon,100
996,Addison,,atatchellrn@go.com,female,barrage,other,abellefantrn,177,Ukraine,100
997,Irma,Shelton,isheltonro@dion.ne.jp,female,barrage,scion,isheltonro,427,Philippines,100
998,Abbey,Varran,avarranrp@twitter.com,female,animate weapon,scion,avarranrp,61,Peru,64
999,Donny,Balden,dbaldenrq@illinois.edu,female,barrage,other,dbaldenrq,82,Poland,70
1000,Vikki,Horder,vhorderrr@buzzfeed.com,female,animate weapon,other,vhorderrr,209,China,100
