index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level;
781,Jorie,,jaddslp@ameblo.jp,male,barrage,Champion,jdumingolp,238,Argentina,100;
782,Obadiah,Clamo,oclamolq@harvard.edu,male,barrage,Saboteur,oclamolq,301,Russia,100;
783,Vassili,Gerardin,vgerardinlr@amazon.de,male,animate weapon,Juggernaut,vgerardinlr,143,Portugal,100;
784,Karl,,kmunkleyls@icio.us,male,barrage,Pathfinder,kshowlerls,57,Uganda,29;
785,Lorianna,De Vile,ldevilelt@chronoengine.com,male,arctic armour,Ascendant,ldevilelt,145,Portugal,100;
786,Moses,Whanstall,mwhanstalllu@dot.gov,male,animate weapon,Raider,mwhanstalllu,248,China,100;
787,Andres,Lunam,alunamlv@google.cn,male,barrage,Juggernaut,alunamlv,256,France,100;
788,Vick,Ingerfield,vingerfieldlw@domainmarket.com,male,arctic armour,Juggernaut,vingerfieldlw,52,Serbia,36;
789,Kai,Sankey,ksankeylx@acquirethisname.com,male,barrage,Guardian,ksankeylx,131,Norway,100;
790,Alyosha,Marusik,amarusikly@state.tx.us,male,arctic armour,Juggernaut,amarusikly,373,China,100;
791,Ashleigh,Pavey,apaveylz@cbsnews.com,male,barrage,Slayer,apaveylz,438,Brazil,100;
792,Jesus,McDougle,jmcdouglem0@cargocollective.com,male,barrage,Berserker,jmcdouglem0,229,Indonesia,100;
793,Jed,Mc Pake,jmcpakem1@cdc.gov,male,arctic armour,Deadeye,jmcpakem1,13,Comoros,7;
794,,,thazleym2@mozilla.com,male,barrage,Occultist,hstansbym2,293,China,100;
795,Jonie,,jfusedalem3@myspace.com,male,arctic armour,Slayer,jeudallm3,275,Indonesia,100;
796,,,bglantonm4@altervista.org,male,arctic armour,Slayer,bfairpom4,225,China,100;
797,Gerta,,gmerrinm5@dyndns.org,male,barrage,Occultist,gviolletm5,78,Ukraine,54;
798,Anatol,,akippinm6@deliciousdays.com,male,arctic armour,Raider,aedesonm6,121,Czech Republic,100;
799,Allison,Mor,amorm7@apple.com,male,animate weapon,Juggernaut,amorm7,325,China,100;
800,Thorpe,Dunkerly,tdunkerlym8@bing.com,male,arctic armour,Ascendant,tdunkerlym8,271,Egypt,100;
801,Elisabetta,Chelnam,echelnamm9@lulu.com,male,barrage,Champion,echelnamm9,243,Laos,100;
802,Virgie,,vfawdryma@miitbeian.gov.cn,male,arctic armour,Berserker,vsonscheinma,38,France,11;
803,,,amacanemb@macromedia.com,male,barrage,Juggernaut,lohalleghanemb,190,Brazil,100;
804,Dennis,Desouza,ddesouzamc@dyndns.org,male,barrage,Raider,ddesouzamc,213,Macedonia,100;
805,Nikolos,Darcey,ndarceymd@marketwatch.com,male,arctic armour,Berserker,ndarceymd,46,Eritrea,9;
806,Diane-marie,,dstoppeme@hugedomains.com,male,animate weapon,Champion,drickabyme,442,France,100;
807,Avrit,,astockymf@businesswire.com,male,animate weapon,Pathfinder,aeverixmf,33,China,1;
808,Don,Vedishchev,dvedishchevmg@geocities.jp,male,barrage,Berserker,dvedishchevmg,159,Brazil,100;
809,Whitney,,wfeakemh@zimbio.com,male,arctic armour,Guardian,witchinghammh,164,Greece,100;
810,Ettore,Choke,echokemi@google.cn,male,animate weapon,Guardian,echokemi,226,Poland,100;
811,,,sleneymj@psu.edu,male,barrage,Saboteur,afairheadmj,168,Pakistan,100;
812,Karee,Gard,kgardmk@g.co,male,arctic armour,Elementalist,kgardmk,426,Taiwan,100;
813,Lory,,lspilisyml@linkedin.com,male,animate weapon,Pathfinder,ljindaml,62,Russia,30;
814,Lin,Tainton,ltaintonmm@salon.com,male,animate weapon,Occultist,ltaintonmm,421,Haiti,100;
815,Dominga,,dflannemn@prnewswire.com,male,arctic armour,Necromancer,dlindsellmn,339,Dominican Republic,100;
816,Delora,Howley,dhowleymo@technorati.com,male,barrage,Trickster,dhowleymo,288,Poland,100;
817,Davida,Calleja,dcallejamp@pbs.org,male,arctic armour,Raider,dcallejamp,295,Armenia,100;
818,Natka,Rushton,nrushtonmq@state.gov,male,barrage,Necromancer,nrushtonmq,77,France,64;
819,Luigi,Blundell,lblundellmr@dyndns.org,male,arctic armour,Trickster,lblundellmr,383,France,100;
820,Candie,O'Corr,cocorrms@weibo.com,male,animate weapon,Champion,cocorrms,175,Tanzania,100;
821,,,kwoolacottmt@themeforest.net,male,barrage,Gladiator,mnisenmt,166,Portugal,100;
822,Ron,Kiera,rkieramu@ucla.edu,male,barrage,Necromancer,rkieramu,239,Bulgaria,100;
823,Caroljean,,cpalkmv@seattletimes.com,male,barrage,Necromancer,clyndsmv,428,Indonesia,100;
824,Ibrahim,,iarmisteadmw@upenn.edu,male,animate weapon,Ascendant,irosenbushmw,409,Colombia,100;
825,Ruthe,Coper,rcopermx@cam.ac.uk,male,animate weapon,Slayer,rcopermx,265,Syria,100;
826,Nicholle,Aldcorne,naldcornemy@mysql.com,male,barrage,Saboteur,naldcornemy,18,Brazil,13;
827,Jacenta,Bust,jbustmz@yelp.com,male,animate weapon,Trickster,jbustmz,155,United States,100;
828,Pepillo,,pmattusevichn0@discuz.net,male,arctic armour,Ascendant,pvowellsn0,196,Poland,100;
829,Julieta,Ribchester,jribchestern1@ehow.com,male,arctic armour,Hierophant,jribchestern1,401,Indonesia,100;
830,Randee,,rfernien2@g.co,male,barrage,Inquisitor,rroggern2,54,Ukraine,65;
831,,Royston,lroystonn3@opensource.org,male,barrage,Necromancer,proystonn3,62,Portugal,58;
832,Carroll,Bruins,cbruinsn4@senate.gov,male,barrage,Pathfinder,cbruinsn4,330,Norway,100;
833,Sergent,Boddington,sboddingtonn5@squarespace.com,male,arctic armour,Raider,sboddingtonn5,288,Finland,100;
834,Kikelia,Benn,kbennn6@pagesperso-orange.fr,male,barrage,Champion,kbennn6,114,China,31;
835,Justino,,jtreadwayn7@usatoday.com,male,arctic armour,Raider,jvarndelln7,90,China,30;
836,Zuzana,,zlefeuvren8@istockphoto.com,male,barrage,Assassin,zsoppittn8,352,Iraq,100;
837,Clayson,Guihen,cguihenn9@archive.org,male,barrage,Elementalist,cguihenn9,27,Norway,11;
838,Maxy,,mgwilymna@seesaa.net,male,animate weapon,Pathfinder,mhucklebyna,130,Portugal,100;
839,Morie,,mantonuttinb@mit.edu,male,arctic armour,Trickster,msamplenb,2,Malaysia,8;
840,Rafferty,,rkeemarnc@tumblr.com,male,barrage,Berserker,rtrentnc,46,Albania,7;
841,Sandie,,sdubocknd@furl.net,male,animate weapon,Assassin,sastellnd,142,China,100;
842,Noelle,,nvardenne@furl.net,male,animate weapon,Berserker,nmacgaheyne,99,Greece,26;
843,L;urette,Crop,lcropnf@tamu.edu,male,animate weapon,Raider,lcropnf,442,Philippines,100
844,Orson,Aire,oaireng@taobao.com,male,animate weapon,Assassin,oaireng,345,Brazil,100;
845,Lenci,Dunabie,ldunabienh@cafepress.com,male,barrage,Necromancer,ldunabienh,385,Latvia,100;
846,Gregorio,Gary,ggaryni@mail.ru,male,arctic armour,Pathfinder,ggaryni,119,Indonesia,49;
847,Hewitt,,hbroadberenj@live.com,male,barrage,Necromancer,hravenscrofttnj,328,France,100;
848,Guglielmo,Lunge,glungenk@usda.gov,male,animate weapon,Berserker,glungenk,309,Russia,100;
849,Camella,Janatka,cjanatkanl@spiegel.de,male,arctic armour,Juggernaut,cjanatkanl,308,Portugal,100;
850,Sascha,Odam,sodamnm@slate.com,male,barrage,Occultist,sodamnm,405,Argentina,100;
851,Wilek,,wflottnn@cornell.edu,male,barrage,Saboteur,wbucktharpnn,378,Italy,100;
852,Bastien,,bdonnerno@miibeian.gov.cn,male,animate weapon,Assassin,bwhateno,410,Japan,100;
853,Bella,,blittefairnp@sun.com,male,animate weapon,Necromancer,bpantlingnp,151,Ukraine,100;
854,Guglielmo,,garchibouldnq@taobao.com,male,animate weapon,Hierophant,gmeekingsnq,381,China,100;
855,Amble,,aahmadnr@g.co,male,arctic armour,Ascendant,acurlessnr,353,Philippines,100;
856,,Barfitt,lbarfittns@foxnews.com,male,barrage,Elementalist,jbarfittns,54,Indonesia,49;
857,Nickey,Brower,nbrowernt@blogspot.com,male,arctic armour,Saboteur,nbrowernt,209,Argentina,100;
858,,Thorowgood,kthorowgoodnu@altervista.org,male,arctic armour,Raider,bthorowgoodnu,313,Indonesia,100;
859,Carina,Mantrip,cmantripnv@bbb.org,male,barrage,Chieftain,cmantripnv,8,China,6;
860,Glynnis,Beament,gbeamentnw@opera.com,male,barrage,Deadeye,gbeamentnw,179,Philippines,100;
861,Ula,,umechellnx@theatlantic.com,male,animate weapon,Inquisitor,uabrashkinnx,199,Indonesia,100;
862,Skelly,,sandriessenny@auda.org.au,male,animate weapon,Chieftain,sjahnelny,153,Indonesia,100;
863,Cati,Cutill,ccutillnz@nih.gov,male,barrage,Raider,ccutillnz,148,Argentina,100;
864,Kori,Ralston,kralstono0@google.nl,male,arctic armour,Trickster,kralstono0,328,China,100;
865,Saunder,Fairburn,sfairburno1@bloomberg.com,male,barrage,Pathfinder,sfairburno1,71,Indonesia,41;
866,,,dnurdeno2@github.io,male,arctic armour,Gladiator,wcaprono2,358,Colombia,100;
867,Manda,Kitman,mkitmano3@printfriendly.com,male,barrage,Raider,mkitmano3,387,Colombia,100;
868,Rhea,,rcarsbergo4@chronoengine.com,male,arctic armour,Inquisitor,rpashbyo4,309,Syria,100;
869,Elyn,Ovendale,eovendaleo5@cbsnews.com,male,barrage,Berserker,eovendaleo5,144,France,100;
870,Jordan,,jtippingso6@cnet.com,male,arctic armour,Juggernaut,jbraemero6,97,Honduras,68;
871,Tiertza,,tginnalyo7@theguardian.com,male,barrage,Assassin,tcowlishawo7,103,Albania,28;
872,Jerrine,Baythorp,jbaythorpo8@ted.com,male,barrage,Assassin,jbaythorpo8,107,Indonesia,57;
873,Hyacintha,Eyckelberg,heyckelbergo9@youtube.com,male,animate weapon,Deadeye,heyckelbergo9,132,Russia,100;
874,Reggie,Tace,rtaceoa@narod.ru,male,barrage,Guardian,rtaceoa,398,China,100;
875,Lynnell,Battersby,lbattersbyob@discovery.com,male,animate weapon,Deadeye,lbattersbyob,151,Ukraine,100;
876,Belinda,,bsaffeoc@statcounter.com,male,barrage,Ascendant,bgaitskilloc,152,Uzbekistan,100;
877,Victoir,,vspinozziod@indiatimes.com,male,animate weapon,Chieftain,vhoysod,265,Sweden,100;
878,Merna,Francis,mfrancisoe@multiply.com,male,barrage,Ascendant,mfrancisoe,43,Uzbekistan,13;
879,Ogden,,oburnyateof@biblegateway.com,male,barrage,Occultist,oshellyof,105,China,53;
880,Scarlett,Shotter,sshotterog@rediff.com,male,animate weapon,Slayer,sshotterog,362,Poland,100;
881,Den,Sapena,dsapenaoh@tumblr.com,male,barrage,Pathfinder,dsapenaoh,51,France,49;
882,Peta,Spellacey,pspellaceyoi@geocities.jp,male,barrage,Hierophant,pspellaceyoi,111,China,53;
883,Evania,Minmagh,eminmaghoj@cisco.com,male,animate weapon,Saboteur,eminmaghoj,239,China,100;
884,Bartram,,bbleackleyok@google.es,male,animate weapon,Raider,bformbyok,322,Indonesia,100;
885,Arlena,,abettlesol@gmpg.org,male,barrage,Guardian,abruhnkeol,118,Indonesia,58;
886,Tomasine,Hulme,thulmeom@dailymail.co.uk,male,barrage,Saboteur,thulmeom,241,Ireland,100;
887,Derk,Titherington,dtitheringtonon@mapy.cz,male,barrage,Hierophant,dtitheringtonon,174,Philippines,100;
888,Debra,,dantoniatoo@paginegialle.it,male,arctic armour,Berserker,dhelixoo,82,Indonesia,50;
889,Leonhard,,lrajchertop@baidu.com,male,barrage,Champion,lcurraoop,126,Venezuela,100;
890,Ilka,,ifranzoq@livejournal.com,male,barrage,Pathfinder,ibrisseauoq,333,Greece,100;
891,Artemus,,aglennonor@time.com,male,animate weapon,Chieftain,adiveor,384,China,100;
892,Temp,,tmarcombeos@dailymail.co.uk,male,barrage,Guardian,trebbeckos,118,Slovenia,38;
893,Trescha,,tgilliot@nhs.uk,male,animate weapon,Berserker,tdundonot,219,Uruguay,100;
894,Anissa,Philipson,aphilipsonou@skype.com,male,barrage,Juggernaut,aphilipsonou,159,Armenia,100;
895,Randie,,rhastieov@freewebs.com,male,barrage,Elementalist,rrolinov,100,China,46;
896,Evanne,Manion,emanionow@so-net.ne.jp,male,barrage,Champion,emanionow,209,Poland,100;
897,Susana,,sstonierox@imageshack.us,male,animate weapon,Ascendant,spimmeox,378,China,100;
898,Bess,,brobbeoy@gizmodo.com,male,arctic armour,Champion,bbenedickoy,268,China,100;
899,Merl,Barenski,mbarenskioz@goo.ne.jp,male,barrage,Saboteur,mbarenskioz,127,Canada,100;
900,,Medcraft,lmedcraftp0@yale.edu,male,barrage,Inquisitor,lmedcraftp0,431,Brazil,100;
901,Annamaria,,acaserop1@yelp.com,male,barrage,Deadeye,aburginp1,319,China,100;
902,Sanderson,Dymick,sdymickp2@patch.com,male,barrage,Necromancer,sdymickp2,121,Indonesia,100;
903,Rebbecca,McSwan,rmcswanp3@archive.org,male,animate weapon,Raider,rmcswanp3,327,China,100;
904,Reinaldo,,rwimmersp4@senate.gov,male,animate weapon,Guardian,rchasmoorp4,58,China,41;
905,Daryl,,dtampenp5@sfgate.com,male,barrage,Berserker,dgiffautp5,50,China,67;
906,,Di Carli,fdicarlip6@kickstarter.com,male,animate weapon,Occultist,qdicarlip6,108,Egypt,47;
907,Morey,,mfluxp7@slideshare.net,male,barrage,Deadeye,mjerrandp7,284,Mexico,100;
908,Sibyl,Jamrowicz,sjamrowiczp8@merriam-webster.com,male,barrage,Hierophant,sjamrowiczp8,423,Peru,100;
909,Jilli,,jblackneyp9@etsy.com,male,barrage,Raider,jhoylesp9,247,Canada,100;
910,Othella,,oshermarpa@mapquest.com,male,animate weapon,Ascendant,oblastockpa,237,China,100;
911,Gerty,Hayne,ghaynepb@about.com,male,barrage,Chieftain,ghaynepb,97,Indonesia,70;
912,Archie,,astuckespc@yelp.com,male,barrage,Pathfinder,awhitnallpc,67,Tajikistan,69;
913,,Crowdace,mcrowdacepd@marketwatch.com,male,animate weapon,Pathfinder,pcrowdacepd,74,China,52;
914,Tammy,,tjonsonpe@adobe.com,male,arctic armour,Juggernaut,tfearspe,53,Vietnam,48;
915,Hammad,Blackaller,hblackallerpf@washington.edu,male,barrage,Inquisitor,hblackallerpf,415,Kazakhstan,100;
916,Cornie,,cpiolapg@walmart.com,male,barrage,Chieftain,cvispopg,109,Philippines,28;
917,Aurthur,Alner,aalnerph@ezinearticles.com,male,arctic armour,Saboteur,aalnerph,406,Iran,100;
918,,,iribeypi@surveymonkey.com,male,animate weapon,Inquisitor,kcundeypi,104,Philippines,59;
919,Andriana,,adescroixpj@last.fm,male,arctic armour,Elementalist,aruddimanpj,430,Vietnam,100;
920,Corbett,,creisensteinpk@exblog.jp,male,animate weapon,Occultist,cpalisterpk,350,Indonesia,100;
921,Lidia,Akitt,lakittpl@mediafire.com,male,animate weapon,Assassin,lakittpl,434,China,100;
922,Chrysler,Redmire,credmirepm@ca.gov,male,barrage,Ascendant,credmirepm,206,Indonesia,100;
923,Sylas,,srouncepn@nationalgeographic.com,male,barrage,Elementalist,sorrockpn,186,Malaysia,100;
924,,,jwhittypo@homestead.com,male,animate weapon,Slayer,wfolomkinpo,52,Indonesia,27;
925,Lionel,Curton,lcurtonpp@scribd.com,male,animate weapon,Deadeye,lcurtonpp,37,Poland,15;
926,Celene,Fry,cfrypq@homestead.com,male,animate weapon,Deadeye,cfrypq,258,Poland,100;
927,,Northen,knorthenpr@last.fm,male,arctic armour,Slayer,nnorthenpr,210,Indonesia,100;
928,,Cayette,ocayetteps@google.com.hk,male,barrage,Pathfinder,scayetteps,37,China,15;
929,Carmelle,,cdeglanvillept@yahoo.com,male,barrage,Gladiator,chayllerpt,87,China,64;
930,Blinny,Durning,bdurningpu@t.co,male,animate weapon,Deadeye,bdurningpu,63,Russia,44;
931,,,tcargopv@bbb.org,male,arctic armour,Trickster,eshuardpv,339,Poland,100;
932,,Agott,eagottpw@reference.com,male,arctic armour,Champion,gagottpw,253,China,100;
933,Rafa,,rlincolnpx@washington.edu,male,barrage,Champion,rdyblepx,300,Bolivia,100;
934,Barnett,Alfonzo,balfonzopy@bloglines.com,male,arctic armour,Saboteur,balfonzopy,366,Poland,100;
935,Janeczka,McLay,jmclaypz@oakley.com,male,barrage,Occultist,jmclaypz,5,China,12;
936,Chrissy,,cboeckeq0@quantcast.com,male,animate weapon,Berserker,cbengtsonq0,61,Nepal,40;
937,Allyce,Daubney,adaubneyq1@google.com.au,male,arctic armour,Necromancer,adaubneyq1,296,China,100;
938,Grete,Tythe,gtytheq2@acquirethisname.com,male,animate weapon,Deadeye,gtytheq2,236,China,100;
939,Theodore,,tsulterq3@com.com,male,barrage,Raider,tleestutq3,238,Russia,100;
940,Alidia,Threadgold,athreadgoldq4@squidoo.com,male,barrage,Berserker,athreadgoldq4,234,Brazil,100;
941,Ralf,Sandey,rsandeyq5@163.com,male,arctic armour,Assassin,rsandeyq5,186,Sierra Leone,100;
942,Rutherford,Glasser,rglasserq6@constantcontact.com,male,arctic armour,Berserker,rglasserq6,72,Argentina,59;
943,Ninnette,,ntracyq7@1688.com,male,barrage,Raider,nsimonettq7,24,Colombia,25;
944,Chastity,Kitcat,ckitcatq8@si.edu,male,barrage,Saboteur,ckitcatq8,125,Latvia,100;
945,Daryl,,dscriverq9@dagondesign.com,male,barrage,Hierophant,drodriguezq9,245,China,100;
946,,,awetwoodqa@xinhuanet.com,male,arctic armour,Hierophant,rjovicevicqa,87,China,29;
947,Mead,Tuttle,mtuttleqb@hibu.com,male,arctic armour,Juggernaut,mtuttleqb,181,Russia,100;
948,Mersey,McBryde,mmcbrydeqc@apache.org,male,arctic armour,Occultist,mmcbrydeqc,286,Poland,100;
949,Kristi,Furse,kfurseqd@posterous.com,male,animate weapon,Ascendant,kfurseqd,438,Portugal,100;
950,Rona,Fewkes,rfewkesqe@latimes.com,male,barrage,Saboteur,rfewkesqe,233,Russia,100;
951,Hermine,,hmulchroneqf@businessweek.com,male,barrage,Assassin,hgroseqf,314,Indonesia,100;
952,Lorenza,MacScherie,lmacscherieqg@icq.com,male,barrage,Pathfinder,lmacscherieqg,444,Svalbard and Jan Mayen,100;
953,Kally,Patient,kpatientqh@cdbaby.com,male,barrage,Hierophant,kpatientqh,109,Argentina,40;
954,Felipe,,fellwoodqi@mit.edu,male,barrage,Champion,fclemasqi,401,Indonesia,100;
955,Dianemarie,,dheinemannqj@xrea.com,male,barrage,Raider,dkitchersideqj,308,Ukraine,100;
956,Dodi,,dhargeyqk@kickstarter.com,male,animate weapon,Guardian,ddackeqk,233,Poland,100;
957,,Creany,pcreanyql@zimbio.com,male,barrage,Inquisitor,mcreanyql,323,Poland,100;
958,,Rohfsen,orohfsenqm@tuttocitta.it,male,arctic armour,Chieftain,frohfsenqm,244,Indonesia,100;
959,Harlin,Manion,hmanionqn@gnu.org,male,animate weapon,Juggernaut,hmanionqn,209,Egypt,100;
960,Jacquetta,Savary,jsavaryqo@eventbrite.com,male,animate weapon,Champion,jsavaryqo,133,Czech Republic,100;
961,,Stangoe,bstangoeqp@google.co.jp,male,arctic armour,Assassin,gstangoeqp,438,France,100;
962,Brittni,Deaconson,bdeaconsonqq@ucoz.ru,male,arctic armour,Occultist,bdeaconsonqq,108,China,56;
963,Horace,,hlillecrapqr@dot.gov,male,barrage,Ascendant,haustickqr,85,Russia,61;
964,Silvan,Slesser,sslesserqs@liveinternet.ru,male,barrage,Trickster,sslesserqs,447,Malaysia,100;
965,Nonie,Lawson,nlawsonqt@wikispaces.com,male,animate weapon,Necromancer,nlawsonqt,149,Israel,100;
966,Doris,,dfortinqu@rambler.ru,male,animate weapon,Assassin,dkinneirqu,21,China,19;
967,Diane,,dsetonqv@last.fm,male,animate weapon,Raider,dgoulderqv,357,China,100;
968,Randy,Lindbergh,rlindberghqw@netvibes.com,male,barrage,Necromancer,rlindberghqw,394,China,100;
969,Eba,Siddaley,esiddaleyqx@telegraph.co.uk,male,animate weapon,Slayer,esiddaleyqx,100,Philippines,27;
970,,,mswindleqy@opera.com,male,barrage,Juggernaut,omayoralqy,352,United States,100;
971,Adelice,,aschultzqz@chicagotribune.com,male,barrage,Hierophant,alesperqz,129,China,100;
972,Mickie,,mcolcloughr0@godaddy.com,male,animate weapon,Chieftain,mshillomr0,410,Austria,100;
973,Codee,,cwhitterr1@dyndns.org,male,animate weapon,Berserker,cgoadyr1,117,Russia,32;
974,Nowell,,npaulingr2@mozilla.com,male,arctic armour,Elementalist,njiggler2,38,China,12;
975,Suki,Cleatherow,scleatherowr3@army.mil,male,barrage,Raider,scleatherowr3,298,China,100;
976,Dulce,Dudin,ddudinr4@constantcontact.com,male,arctic armour,Juggernaut,ddudinr4,434,Bosnia and Herzegovina,100;
977,Constance,Osburn,cosburnr5@guardian.co.uk,male,barrage,Inquisitor,cosburnr5,36,Indonesia,6;
978,Norris,Andrejevic,nandrejevicr6@liveinternet.ru,male,animate weapon,Trickster,nandrejevicr6,116,China,61;
979,Devinne,,dmayberryr7@ifeng.com,male,animate weapon,Elementalist,dbattistar7,313,Cameroon,100;
980,Wake,Ashwood,washwoodr8@addtoany.com,male,animate weapon,Elementalist,washwoodr8,103,Russia,49;
981,Gisele,Varvell,gvarvellr9@facebook.com,male,barrage,Raider,gvarvellr9,147,Egypt,100;
982,Cayla,Strephan,cstrephanra@seattletimes.com,male,animate weapon,Ascendant,cstrephanra,283,Belarus,100;
983,,,jgellibrandrb@homestead.com,male,arctic armour,Guardian,craubenheimerrb,10,France,9;
984,,,khunnywellrc@privacy.gov.au,male,animate weapon,Slayer,gmeiningenrc,235,Saint Barthelemy,100;
985,Glynn,,gmylesrd@meetup.com,male,barrage,Gladiator,goduilleainrd,378,China,100;
986,Kelcie,Boni,kbonire@phpbb.com,male,barrage,Raider,kbonire,212,Philippines,100;
987,Artemas,Meader,ameaderrf@digg.com,male,animate weapon,Assassin,ameaderrf,307,China,100;
988,Wald,Skures,wskuresrg@ihg.com,male,animate weapon,Ascendant,wskuresrg,3,Philippines,17;
989,Fenelia,Vigrass,fvigrassrh@flickr.com,male,arctic armour,Champion,fvigrassrh,344,Colombia,100;
990,Konrad,,khuguesri@google.co.uk,male,barrage,Guardian,klatheyri,357,Poland,100;
991,Nannie,,nbanaszewskirj@lycos.com,male,barrage,Guardian,nackredrj,282,Ukraine,100;
992,Francis,,flerohanrk@nps.gov,male,barrage,Juggernaut,fpragnallrk,375,China,100;
993,,,pfentyrl@va.gov,male,barrage,Saboteur,rkubistarl,424,Philippines,100;
994,Ozzie,Downing,odowningrm@wired.com,male,animate weapon,Saboteur,odowningrm,340,Cameroon,100;
995,Addison,,atatchellrn@go.com,male,barrage,Elementalist,abellefantrn,177,Ukraine,100;
996,Irma,Shelton,isheltonro@dion.ne.jp,male,barrage,Ascendant,isheltonro,427,Philippines,100;
997,Abbey,Varran,avarranrp@twitter.com,male,animate weapon,Chieftain,avarranrp,61,Peru,64;
998,Donny,Balden,dbaldenrq@illinois.edu,male,barrage,Necromancer,dbaldenrq,82,Poland,70;
999,Vikki,Horder,vhorderrr@buzzfeed.com,male,animate weapon,Deadeye,vhorderrr,209,China,100;
